i,ii,iii,avr,avl,avf,v1,v2,v3,v4,v5,v6
-0.09188144612214212,0.06972514488326442,0.1616285146342776,0.011295312322987366,-0.12686248265925967,0.11558006642661886,-0.15726555863984554,-0.23572194188605386,-0.20028645282455923,-0.03357672928385556,0.07087199606557876,0.07707839761455978
-0.088737027120949,0.05755465047144882,0.1462689673906137,0.015950523276033825,-0.11759182272594222,0.1016551741834367,-0.1468468795812163,-0.2294483235950114,-0.20030688918818865,-0.03421482201013405,0.07427796358061019,0.08945993830534299
-0.08758030269370054,0.06327205789389384,0.15081001033342814,0.012386091043456565,-0.11909376173519104,0.10670017749882024,-0.1530608379329168,-0.23177327220466995,-0.2001572047206746,-0.033730371557565926,0.07298107996309967,0.08617831931655477
-0.0853084973307479,0.0638610796380094,0.14911144901803075,0.010924929493027294,-0.11703938685565644,0.10612551350750989,-0.15191645657170272,-0.23103651602088174,-0.2007716404115375,-0.03418172477429289,0.07400098264903465,0.08878685179784127
-0.08275652696383767,0.06929643425091839,0.152000106331856,0.006842041973418146,-0.11717307100112706,0.11036930490137124,-0.15313711167428987,-0.2303786810602865,-0.20029397239672186,-0.03383979246753273,0.07490792978482472,0.08837991308595633
-0.07961227478890438,0.07248084011088322,0.1520513266971012,0.0036380833588320533,-0.11565625948319898,0.11211113539259872,-0.15076747408515417,-0.2287477615419793,-0.20050555114693328,-0.034222088021471184,0.07687436180138561,0.09074770613635719
-0.07686535841196099,0.07750085307630389,0.15434619394350957,-0.0003123309995904189,-0.11547936130050765,0.1159216996972895,-0.1498984575295363,-0.2267434377794365,-0.19958520916547745,-0.034019479068716385,0.07816867328982753,0.09081596810126075
-0.07559147701156642,0.07799080987561126,0.15357484804272536,-0.0011936900632979095,-0.11454204448073194,0.11586869040544201,-0.1477596340288841,-0.22504429322656583,-0.19890947126472033,-0.034557473237136704,0.07824909766543367,0.09120013545264505
-0.07586209587826974,0.07760813529547544,0.1534734520966069,-0.0008681555718770218,-0.11471060229084894,0.11566111554121743,-0.14739495737086655,-0.22319608644473332,-0.1969811940091512,-0.03467984510807416,0.07650664684328397,0.08886224716878927
-0.0772324913803408,0.07366724425629081,0.150912511590932,0.0018431038234457675,-0.11424110975373243,0.11241125897333475,-0.14592369493935498,-0.22162408634060127,-0.19524823973013208,-0.0354554345180781,0.07383745392294871,0.08666535227068545
-0.07902191778314008,0.07001423180337646,0.1490593455386949,0.004603739377586393,-0.1143082249514319,0.10963405060672061,-0.14544264041572202,-0.21954365513540822,-0.1925704258567331,-0.035862229870233873,0.07026073751613303,0.0828263158991618
-0.0795792581986827,0.06647851881586515,0.14608536081980283,0.006692521409367328,-0.11312210099193704,0.1063326848033897,-0.14385806363399067,-0.21789537197354125,-0.19075502389776838,-0.03689418393795365,0.06714997271045756,0.08053126589362207
-0.07894448202246901,0.06521222483177802,0.14418868170210156,0.007003815422323306,-0.11178983040185111,0.10469746236235734,-0.14282195296226471,-0.21554249394918212,-0.18843842926207094,-0.03757025954967549,0.06423299100694237,0.07786609311512294
-0.07750890920459473,0.0633040163533183,0.14083970557383516,0.007242752432274923,-0.10926824200491773,0.10198217871891103,-0.14117389479380613,-0.21353663324855404,-0.18663622764060864,-0.038780235069681326,0.06131129751461029,0.07611876600773007
-0.07571269172749043,0.061937402240931215,0.13768684490161856,0.00700124366162313,-0.1066502137787426,0.09964935795137066,-0.14033137844470062,-0.21050723955137016,-0.18388112571570714,-0.0395220612517144,0.05816553597898386,0.07329071848634564
-0.07453006090866157,0.057741703411807614,0.13236533392530064,0.008514229557836386,-0.10337750589840947,0.09488530672698817,-0.13945049075758842,-0.20727204617647763,-0.18084804105925142,-0.04046243130667457,0.054753186829481396,0.06986812060199035
-0.07388343393771304,0.05230936151016178,0.12638550735439907,0.010905106990031936,-0.10014652042786583,0.08924275968407891,-0.13950430628418958,-0.20245996652185136,-0.1762492699262982,-0.04072781988943257,0.05087093196980941,0.06453936275805303
-0.07308638244200687,0.04483290548054016,0.11824033324899832,0.014264047716842698,-0.09583340866679774,0.08154908369247396,-0.13937436569853096,-0.19714220253061937,-0.17115398229624434,-0.041039630963627984,0.04687783743226671,0.05898609736160182
-0.07184387057499571,0.03708453650393561,0.10936513742470903,0.017511998648392486,-0.09093935766657235,0.07336441799224455,-0.13969413419568572,-0.18986782507868122,-0.16444387148191805,-0.04074005590147514,0.0424712788765435,0.05237458962996132
-0.069399676677838,0.02864564789907284,0.09850226367508552,0.02049983516279608,-0.08434497111636192,0.06374807387833877,-0.13934108676544651,-0.18164592056769824,-0.15726829378645482,-0.040830608931077435,0.03750171693865076,0.046589120803959445
-0.06567958791359453,0.020743229176892815,0.08681050051460565,0.02254425036770184,-0.07658525276575137,0.05390266462846219,-0.13891694642442776,-0.17111532439895186,-0.14839723532787863,-0.04046321824727469,0.03186444298973387,0.04057251882054684
-0.06096487895383344,0.0117086247435735,0.07292519366797154,0.02466581417734836,-0.06718034110862747,0.04233706622199966,-0.13791571041743902,-0.1594764851817448,-0.13861773410192788,-0.04024945808045809,0.02562209484532482,0.034953961615428505
-0.05514103155117408,0.002230003251055875,0.057462258123625966,0.02644083439665514,-0.056400633817771564,0.029751050022686854,-0.13663898853443568,-0.1452903350737442,-0.12636917653997876,-0.038957909910599234,0.018777315170540633,0.02863037761282019
-0.04810275986849647,-0.009677541207872764,0.038413218502458574,0.028864715574742256,-0.04327321451730103,0.014236212402470043,-0.13421383537018214,-0.12955064711145434,-0.11169244732459414,-0.03636848233154047,0.01159771349359268,0.022088410936251277
-0.03995852718776897,-0.02284687443520624,0.01705818266229908,0.03137644818675817,-0.028488262402494604,-0.0029818385670538875,-0.1311967522710229,-0.1111574775533329,-0.09374757088274074,-0.031898944681514364,0.004051384835902165,0.014447356372072432
-0.030638004380586913,-0.037746608598696,-0.007170435876770015,0.03419475966782522,-0.011693673029875796,-0.02246177438646496,-0.12713369464356647,-0.09152576571961424,-0.07385352838653651,-0.026466358084723487,-0.003758301290028173,0.006840993770821319
-0.02053445312944451,-0.05274129500046436,-0.032259837374607435,0.036673894043065786,0.005899107366767396,-0.042406876644304085,-0.12304848113567077,-0.06998284449912195,-0.051722383780916724,-0.020171649385691815,-0.012019763086516462,-0.00167932284881659
-0.010252531290845385,-0.06752990333886111,-0.057355352389209815,0.03900206532142417,0.02354267950663217,-0.0623145087015553,-0.11963573065879497,-0.0486628362076419,-0.02942934839571284,-0.01504839081106308,-0.020994314843080935,-0.010534060024760004
0.00010587629702187087,-0.0810152327575193,-0.08125189829460727,0.040643596471918425,0.04059927738184786,-0.08102864412973775,-0.11717836143616805,-0.026536154740965212,-0.006357101292265925,-0.01047254601751788,-0.030521220531116486,-0.020303627674459614
0.010616095927142313,-0.09408882458862095,-0.1048916120756421,0.04203872674743796,0.05755961878000446,-0.09943786175822121,-0.1150051866535745,-0.004749054718726544,0.016838603472399308,-0.006611074331352772,-0.040371918962883245,-0.030197801967914533
0.02121486608784424,-0.10631923949631354,-0.12775596106158002,0.04293151932497829,0.07419029203436384,-0.11704081817439992,-0.11287468804651501,0.017767269645433795,0.04055962229809608,-0.0023797919070617773,-0.04980133341915,-0.040362042090124665
0.03207971915387965,-0.11946087664633757,-0.15173320077016925,0.044070702341141084,0.09160555504260096,-0.13560986996650384,-0.10934013777037294,0.0399168785304035,0.06364995304968474,0.0028008538200272578,-0.05752430940308849,-0.04922737537976941
0.04309291303242084,-0.1323890800586975,-0.17558379435799368,0.044929643607380144,0.10912654061017975,-0.15396137036372384,-0.10464233718287755,0.06274555990651655,0.08677868078462743,0.00944683143202988,-0.06356542583736169,-0.057367948839619966
0.053925648283025755,-0.14537655523197196,-0.19927924016190282,0.045854891965353674,0.12654546779512357,-0.17224769100581502,-0.0989938411158993,0.08467114139372925,0.10877040409802043,0.016404548674271956,-0.06823091590988656,-0.06435917989978106
0.06479224850580341,-0.15601093818068026,-0.2206432765833156,0.04555749888507865,0.14284012455495773,-0.18818746350970297,-0.09267907239100275,0.10703805487801883,0.13081147387729036,0.02402644484857804,-0.0721743660856938,-0.07086746832342834
0.07611272850433373,-0.1621192935443296,-0.23797082615806656,0.042871740723310334,0.1572629589716807,-0.1998810181878059,-0.08586817303423455,0.12901858945357547,0.15297028961246692,0.031207947539285737,-0.07679193562278988,-0.07671145535777102
0.08759422751311953,-0.16330310947186513,-0.2505749524015666,0.03771603457064055,0.16932809010206973,-0.2067844225199988,-0.07882455324247167,0.1515085415528743,0.17573967373931387,0.03836491697420958,-0.08203387617899147,-0.0824380481600609
0.09900410106345645,-0.16109467369395625,-0.25973728806800533,0.03096848842839113,0.17959153189181623,-0.2102873623218393,-0.07109223578689623,0.1730458467196203,0.19786594393969384,0.04523990794868433,-0.08724062713885455,-0.08708816325767327
0.1093953384094018,-0.1573335153398031,-0.26636352046594025,0.02396113967673194,0.1880452232387486,-0.21176185318176644,-0.06324115139705602,0.19414254370423614,0.21942502546560239,0.052028932360726914,-0.0922941345100898,-0.09170542223246428
0.1172196677130215,-0.15731864747928426,-0.2742168054523959,0.020064249724453347,0.19582802116186948,-0.21573760042977302,-0.0557032547713575,0.21258849662378768,0.23843101674757042,0.057821539129794736,-0.09670281319463363,-0.09653252013220731
0.12242085232577415,-0.1603457501509612,-0.28252873193347844,0.0189290465387909,0.2025370174525412,-0.22147045240799576,-0.04858984752342928,0.22933559125982186,0.25540141354531976,0.06312680133201129,-0.10025974099945253,-0.10182030958938654
0.12540478214345813,-0.16549937731860745,-0.2907970474899652,0.019957474914114468,0.20809457092501885,-0.2282594616948527,-0.041802167055784274,0.24336083182697135,0.2697982145677236,0.06736867950947856,-0.10325304193082833,-0.10692481712633044
0.12664420975509016,-0.17035023479536954,-0.29701485997739985,0.021691330381556646,0.21176431989010436,-0.23386261950258816,-0.034920512738124215,0.25575558716448304,0.2822471057618683,0.07139565350609695,-0.10488367766991279,-0.1109463048531219
0.1273670544269262,-0.171306724039433,-0.2987369687201953,0.02179538732689706,0.21296871006999085,-0.23522918078827407,-0.02679167216568767,0.26566431676800084,0.2922303263584624,0.07543741958108849,-0.10399830330213694,-0.11099569607393556
0.12761534408474728,-0.16786195050894556,-0.2955014870332316,0.01996867509546684,0.21149908758505093,-0.2318738965833749,-0.01763844456410036,0.2741328253779999,0.30036063966728443,0.07990572064467061,-0.1006823134303158,-0.10769233734020288
0.1268976320644994,-0.16231472595206548,-0.2891319429595452,0.01760525612391592,0.20801771303887115,-0.22586842190070952,-0.007734623792444245,0.27975411558414365,0.30564542566980946,0.0840664140485767,-0.09521561288643766,-0.1013651541455346
0.1254037530875478,-0.1549403804091053,-0.2801503075029087,0.014712666511452874,0.20285364905084333,-0.21762380398350803,0.0021280391660010384,0.28372351905294796,0.3087041866594213,0.08808137323945256,-0.08835615883508623,-0.09377363140008506
0.1231672535362848,-0.14845462572288473,-0.27142185296215104,0.012632986803421257,0.19739044619043844,-0.20996583051641948,0.010628118762208972,0.2850508631496902,0.30871702420966296,0.09081095866258847,-0.08168649035181726,-0.0872141878362687
0.12018874986114303,-0.142467827821184,-0.26254972211226646,0.01114358480561319,0.19143686685760802,-0.202502289747331,0.017715751939236104,0.2848515656374777,0.30646823714051036,0.09269056570867713,-0.07534458290674384,-0.08223583842192486
0.11684958848477668,-0.136337945510399,-0.25323812968253284,0.009773371673428243,0.1850504631669602,-0.19475574006327467,0.023869295329826613,0.282151444731174,0.3014785075402728,0.09348916234227969,-0.06904033999633924,-0.07758376980940078
0.11261383943917089,-0.1295580468264367,-0.2423785762158994,0.008507776380510677,0.1774353456875595,-0.18592404925727266,0.029621246726575734,0.2779813165455176,0.29481493968880984,0.09376100260665586,-0.06276911311746702,-0.07335807129721815
0.10655456730801958,-0.12211327737387628,-0.2288992611746456,0.00782664838706731,0.16764019988642814,-0.17546991496383077,0.0362865177555917,0.27106268342782647,0.28637092656077245,0.09336480771272651,-0.05615135082897555,-0.06799365953543314
0.09890277251031498,-0.11362994706572398,-0.21266397137520895,0.007404369014676869,0.1557149282901853,-0.16313521807746106,0.04374611708221497,0.26267115901567195,0.277012851480561,0.09275355211389781,-0.049305124171031216,-0.06195220682137855
0.0900050587207254,-0.10525347554581577,-0.1952127470593197,0.007656834367665179,0.14257658127316644,-0.15026670760171834,0.05143960286070304,0.2520381931358691,0.2661785744990938,0.09136305370550621,-0.04267698186927146,-0.055639168918642117
0.08083586584825529,-0.09669801073119327,-0.17730709641529493,0.00794773616401455,0.12908549297591054,-0.13709204421829815,0.05882992019573304,0.24051171135152857,0.25449727774525027,0.08948931342862508,-0.036512079203531306,-0.04957902642912854
0.07320994704732667,-0.08861791440302152,-0.16156549359778433,0.007752173541495736,0.11742544617304537,-0.1252334352551542,0.06483670235660502,0.2274336010521297,0.24099623651245802,0.08639742489742604,-0.03128512344388536,-0.04382591420846872
0.06714135679041287,-0.08075951492185701,-0.14774040034487862,0.0069067978645282095,0.10748189314312394,-0.11443541577863926,0.06940075844064321,0.2141511029517312,0.22663458791269145,0.08263789336604642,-0.026929617017315055,-0.038755243178519735
0.06212011055535139,-0.07351614719679687,-0.13565907154475954,0.005883809154680713,0.09892555639426462,-0.10481380966750838,0.0729338095487117,0.1996912149934225,0.21116419675410508,0.07798881450445587,-0.023284847775805775,-0.03373660070044412
0.05762638910179947,-0.06656723085722038,-0.12440692936163741,0.004717930789053522,0.09104308362616824,-0.09573459088113769,0.07566829368425822,0.18569634600927978,0.19587649814528005,0.07337182236296484,-0.01976660469636576,-0.028816035486073154
0.0523669559618853,-0.060400318644234986,-0.11302743864658421,0.004250880772721727,0.08271274769673058,-0.08694651464240821,0.07821723418306942,0.1718333947624597,0.18107845052277766,0.06918530527583854,-0.01542210504356081,-0.023121665194164257
0.046332875197145545,-0.0547024007812653,-0.10120082077381887,0.004313347615188999,0.07377482688180136,-0.07813488564431595,0.08056855843958438,0.15928754183662988,0.1676058534721489,0.06588894038513832,-0.010260261996717774,-0.01706180692152459
0.04019429787308323,-0.04993708116464714,-0.0901223197534476,0.0048445282957532455,0.06515363444717982,-0.07013268353183374,0.0824051046711407,0.14711178195554067,0.15470037591580676,0.06288084100621676,-0.00467051243634769,-0.010585975929286028
0.033843951229165004,-0.04593260059849349,-0.07956500041842904,0.005850899890672963,0.05668658235182178,-0.06276906628085899,0.08347200711120553,0.1358818019205086,0.1428332500965998,0.0602446776667775,0.0009518135191882626,-0.004520329070581791
0.02741783452446376,-0.04336401870613375,-0.07045936406012508,0.00774348442068258,0.048905795226891785,-0.056902181400449704,0.08318410242523482,0.12349345050386772,0.13071705027639946,0.056786305973423934,0.005632499892286656,0.0005339419002974978
0.02102117725197699,-0.041792068080157584,-0.06247278190673472,0.01021962944907676,0.041702045722595615,-0.052142234924958356,0.08166308654796016,0.1112113522089925,0.11914293616712011,0.05298413360272323,0.009354164841532212,0.00423947086047452
0.014381566436041245,-0.041417464228806745,-0.05548667266612434,0.013505117593372109,0.034878078764691345,-0.04851634607308735,0.07920881995812752,0.09846164618344222,0.10783188084824834,0.04881433171266589,0.012477585451226143,0.007196741168575386
0.008179130486318935,-0.04155951319351403,-0.04946952099386167,0.01681945042896586,0.028769738421030373,-0.04564190267272763,0.0763371639478988,0.08702860494450312,0.09771973137027296,0.04487468261848126,0.014900725998657709,0.009333514403477591
0.0035534659351570933,-0.04199577555497171,-0.04526479321056134,0.01935327997803681,0.024378636416646237,-0.04377675142300852,0.07387714498835155,0.0772616518364284,0.0886660013070259,0.04121448188449773,0.01658711697213412,0.011539901464813276
0.00036760618818005924,-0.04226466880445493,-0.04227797622693605,0.02093084875377331,0.02133921325413459,-0.04239136945729548,0.0719304146709467,0.07023236878224477,0.08136821159852148,0.03831751345747408,0.017669328819599817,0.01356646768914098
-0.0016461463035421238,-0.042810096292883175,-0.040723199811797624,0.021986846863149705,0.01961619430583024,-0.041837154629177836,0.0702254642441903,0.06436256304848045,0.07489186391283542,0.03555280374526168,0.017992494830703004,0.015486268551389905
-0.003290726575919189,-0.04310288673773262,-0.03930936847675624,0.0227182496837241,0.018151663945419675,-0.04121156098646249,0.06859004402785182,0.06041834184145996,0.06984248931099281,0.03353240225789511,0.018116847598113616,0.017011119270603507
-0.006160568202456792,-0.043357914434688276,-0.03673890244318614,0.024222030171460296,0.015471981233917959,-0.040001525826409916,0.06638943518860549,0.056559500698223374,0.06531256188383565,0.032077919836180906,0.018877704511203925,0.01827955437851123
-0.010244258518254288,-0.043217850099777466,-0.03265793673145293,0.02628620806376371,0.011406559377613349,-0.03785169357477163,0.06371942824965655,0.05370622666573995,0.061902652414997636,0.031542351807969805,0.020305459031203534,0.019090010021317216
-0.014903655234458173,-0.042828918694333654,-0.027813567528331216,0.028621577274166258,0.006653005038547417,-0.03519702311365579,0.06084055980163434,0.05108731498961747,0.05897132692410325,0.03151189384587756,0.022181144881448924,0.019890871665356264
-0.019980014284067094,-0.042256753745418804,-0.022376092102543908,0.031097040836455214,0.0013765805581083897,-0.032154068365365295,0.05794950847930425,0.04947696400435959,0.05705894743435394,0.032080422628251726,0.024262473258436945,0.02068196430588406
-0.024802206655751845,-0.042513266952563314,-0.017925589231992386,0.033768049222730884,-0.00329574396636743,-0.030014865415225665,0.05532160960633653,0.04756794682822672,0.055289225145348266,0.0322657072951558,0.025794227140151612,0.02214361919685999
-0.02921385546385452,-0.04314825876883973,-0.014166496679874567,0.036306025364130315,-0.0074286056737719874,-0.02840718956571707,0.05303384358823816,0.04631502945658651,0.05426843156800469,0.03243707009131969,0.02681980614306573,0.024002973485507242
-0.03361279039448021,-0.0442270599514432,-0.010808408820916604,0.03902344985882696,-0.01137258816191865,-0.027226795137269045,0.050830898642589425,0.044458391982669154,0.05318694908465271,0.03230442029276403,0.027676239791610487,0.026425699309038205
-0.03718202062321599,-0.04481789372385665,-0.00775426023434834,0.04104617498994145,-0.014749829585707768,-0.02596745418315722,0.04874997148202667,0.043054686234222345,0.052640189219006706,0.03231221389456525,0.02821826320911926,0.02873572090598359
